Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lauren-cuoio-suede,,,,,,,,,40,,Cuoio,,,SGF_LAUREN-CUO40,0.0,shopify,deny,manual,180.00,,true,true,'810085993957,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210089230561.jpg?v=1637974934,5,Saint G Lauren - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
lauren-cuoio-suede,,,,,,,,,41,,Cuoio,,,SGF_LAUREN-CUO41,0.0,shopify,deny,manual,180.00,,true,true,'810085993964,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210768281825.jpg?v=1637974934,6,Saint G Lauren - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
lauren-cuoio-suede,,,,,,,,,36-41 / 6 Case pack,,Cuoio,,,SGF_LAUREN-CUO6A,0.0,shopify,deny,manual,1080.00,,true,true,'810085993971,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210089328865.jpg?v=1637974934,7,Saint G Lauren - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
lauren-cuoio-suede,,,,,,,,,36-41 / 8 Case pack,,Cuoio,,,SGF_LAUREN-CUO8A,0.0,shopify,deny,manual,1440.00,,true,true,'810085993988,,,,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,Fleur - Cuoio Suede,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Be the trendsetter in this pair of anklet Jewel sandal from SaintG. These elegant sandals will be sure to add sparkle to a summer's evening. These luxe sandals are crafted from premium leather upper, leather lining and leather insole. Easy to wear slip on style featuring back zip closure. The natural leather sole provides you with good traction.&quot;}"" data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">Be the trendsetter in this pair of anklet Jewel sandals from SaintG. These elegant sandals will be sure to add sparkle to a summer's evening. These luxe sandals are crafted from premium leather upper, leather lining, and leather insole. Easy to wear slip-on style featuring back zip closure. The natural leather sole provides you with good traction.</span>",Saint G,,Slide,"Footwear, Footwear- ALL, Heels, Leather&Veganfootwear, Leather-Footwear, saint g, saintg, Sandal, Verishop",true,Size,36,Color,Cuoio,,,SGF_FLEUR-CUO36,0.0,shopify,deny,manual,180.00,,true,true,'810085993599,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210020483297.jpg?v=1637975288,1,Saint G Fleur - Cuoio Suede,false,,,,,,,,,,,,,,,,,lb,,,active
fleur-cuoio,,,,,,,,,37,,Cuoio,,,SGF_FLEUR-CUO37,0.0,shopify,deny,manual,180.00,,true,true,'810085993605,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210020417761.jpg?v=1637975288,2,Saint G Fleur - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,,,,,,,,,38,,Cuoio,,,SGF_FLEUR-CUO38,0.0,shopify,deny,manual,180.00,,true,true,'810085993612,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210020286689.jpg?v=1637975288,3,Saint G Fleur - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,,,,,,,,,39,,Cuoio,,,SGF_FLEUR-CUO39,0.0,shopify,deny,manual,180.00,,true,true,'810085993629,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210796364001.jpg?v=1637975288,4,Saint G Fleur - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,,,,,,,,,40,,Cuoio,,,SGF_FLEUR-CUO40,0.0,shopify,deny,manual,180.00,,true,true,'810085993636,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210020352225.jpg?v=1637975288,5,Saint G Fleur - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,,,,,,,,,41,,Cuoio,,,SGF_FLEUR-CUO41,0.0,shopify,deny,manual,180.00,,true,true,'810085993643,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210049581281.jpg?v=1637975288,6,Saint G Fleur - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,,,,,,,,,36-41/ 6 Case pack,,Cuoio,,,SGF_FLEUR-CUO6A,0.0,shopify,deny,manual,1080.00,,true,true,'810085993650,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-fleur-cuoio-suede-36210610143457.jpg?v=1637975288,7,Saint G Fleur - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
fleur-cuoio,,,,,,,,,36-41 / 8 Case pack,,Cuoio,,,SGF_FLEUR-CUO8A,0.0,shopify,deny,manual,1440.00,,true,true,'810085993667,,,,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,Ariana Beige sandals,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Featuring a style that makes it easy to wear, These Nataya luxe heels are crafted from premium leather upper and padded leather insole. The stylish upper provides comfort and also add to the overall look. The natural tunit sole provides you with good traction. Complete with a medium Stilleto heel.""}' data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">Featuring a style that makes it easy to wear, These Nataya luxe heels are crafted from the premium leather upper and padded leather insole. The stylish upper provides comfort and also adds to the overall look. The natural tunit sole provides you with good traction. Complete with a medium Stilleto heel.</span>",Saint G,,Sandals,"Footwear, Footwear-All, Leather&Veganfootwear, Leather-Footwear, Verishop",true,Size,36,Color,Beige,,,SGF_ARIANA-BEG36,0.0,shopify,deny,manual,150.00,,true,true,'810085993438,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209935057121.jpg?v=1637974023,1,Saint G Ariana Beige sandals,false,,,,,,,,,,,,,,,,,lb,,,active
ariana-sandals-beige,,,,,,,,,37,,Beige,,,SGF_ARIANA-BEG37,0.0,shopify,deny,manual,150.00,,true,true,'810085993445,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209935155425.jpg?v=1637974023,2,Saint G Ariana Beige sandals,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,,,,,,,,,38,,Beige,,,SGF_ARIANA-BEG38,0.0,shopify,deny,manual,150.00,,true,true,'810085993452,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209935188193.jpg?v=1637974023,3,Saint G Ariana Beige sandals,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,,,,,,,,,39,,Beige,,,SGF_ARIANA-BEG39,0.0,shopify,deny,manual,150.00,,true,true,'810085993469,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209965859041.jpg?v=1637974023,4,Saint G Ariana Beige sandals,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,,,,,,,,,40,,Beige,,,SGF_ARIANA-BEG40,0.0,shopify,deny,manual,150.00,,true,true,'810085993476,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209966186721.jpg?v=1637974023,5,Saint G Ariana Beige sandals,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,,,,,,,,,41,,Beige,,,SGF_ARIANA-BEG41,0.0,shopify,deny,manual,150.00,,true,true,'810085993483,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209991614689.jpg?v=1637974023,6,Saint G Ariana Beige sandals,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,,,,,,,,,36-41/ 6 Case pack,,Beige,,,SGF_ARIANA-BEG6A,0.0,shopify,deny,manual,900.00,,true,true,'810085993490,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-ariana-beige-sandals-36209935384801.jpg?v=1637974023,7,Saint G Ariana Beige sandals,,,,,,,,,,,,,,,,,,lb,,,
ariana-sandals-beige,,,,,,,,,36-41 / 8 Case pack,,Beige,,,SGF_ARIANA-BEG8A,0.0,shopify,deny,manual,1200.00,,true,true,'810085993506,,,,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,Taylor Beige Slides,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""This fashionable beige Olivia slide from SaintG features a stylish upper and sole that makes it comfortable. The pair also comes with a round toe and padded leather insole that further elevates its look. This trendy slide is surely a good addition to your footwear collection.""}' data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">This fashionable beige Olivia slide from SaintG features a stylish upper and sole that makes it comfortable. The pair also comes with a round toe and padded leather insole that further elevates its look. This trendy slide is surely a good addition to your footwear collection.</span>",Saint G,,Sandals,"Footwear, Footwear-All, Leather&Veganfootwear, Leather-Footwear, Verishop",true,Size,36,Color,Beige,,,SGF_TAYLOR-BEG36,0.0,shopify,deny,manual,130.00,,true,true,'810085993278,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210226757857.jpg?v=1637975653,1,Saint G Taylor Beige Slides,false,,,,,,,,,,,,,,,,,lb,,,active
taylor-cuoio-slides,,,,,,,,,37,,Beige,,,SGF_TAYLOR-BEG37,0.0,shopify,deny,manual,130.00,,true,true,'810085993285,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210191368417.jpg?v=1637975653,2,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,,,,,,,,,38,,Beige,,,SGF_TAYLOR-BEG38,0.0,shopify,deny,manual,130.00,,true,true,'810085993292,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210191663329.jpg?v=1637975653,3,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,,,,,,,,,39,,Beige,,,SGF_TAYLOR-BEG39,0.0,shopify,deny,manual,130.00,,true,true,'810085993308,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210344460513.jpg?v=1637975653,4,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,,,,,,,,,40,,Beige,,,SGF_TAYLOR-BEG40,0.0,shopify,deny,manual,130.00,,true,true,'810085993315,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210344263905.jpg?v=1637975653,5,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,,,,,,,,,41,,Beige,,,SGF_TAYLOR-BEG41,0.0,shopify,deny,manual,130.00,,true,true,'810085993322,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210191630561.jpg?v=1637975653,6,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,,,,,,,,,36-41 / 6 Case pack,,Beige,,,SGF_TAYLOR-BEG6A,0.0,shopify,deny,manual,780.00,,true,true,'810085993339,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210345214177.jpg?v=1637975653,7,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-cuoio-slides,,,,,,,,,36-41/ 8 Case pack,,Beige,,,SGF_TAYLOR-BEG8A,0.0,shopify,deny,manual,1040.00,,true,true,'810085993346,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-beige-slides-36210191499489.jpg?v=1637975653,8,Saint G Taylor Beige Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,Taylor Off White Slides,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""This fashionable white Olivia slide from SaintG features a stylish upper and sole that makes it comfortable. The pair also comes with a round toe and padded leather insole that further elevates its look. This trendy slide is surely a good addition to your footwear collection.""}' data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">This fashionable white Olivia slide from SaintG features a stylish upper and sole that makes it comfortable. The pair also comes with a round toe and padded leather insole that further elevates its look. This trendy slide is surely a good addition to your footwear collection.</span>",Saint G,,Sandals,"Footwear, Footwear- ALL, Leather&Veganfootwear, Leather-Footwear, saint g, saintg, Slip On, Verishop",true,Size,36,Color,Off White,,,SGF_TAYLOR-OWHT36,0.0,shopify,deny,manual,130.00,,true,true,'810085993193,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210214306017.jpg?v=1637975649,1,Saint G Taylor Off White Slides,false,,,,,,,,,,,,,,,,,lb,,,active
taylor-off-white-slides,,,,,,,,,37,,Off White,,,SGF_TAYLOR-OWHT37,0.0,shopify,deny,manual,130.00,,true,true,'810085993209,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210214732001.jpg?v=1637975649,2,Saint G Taylor Off White Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,,,,,,,,,38,,Off White,,,SGF_TAYLOR-OWHT38,0.0,shopify,deny,manual,130.00,,true,true,'810085993216,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210214666465.jpg?v=1637975649,3,Saint G Taylor Off White Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,,,,,,,,,39,,Off White,,,SGF_TAYLOR-OWHT39,0.0,shopify,deny,manual,130.00,,true,true,'810085993223,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210214600929.jpg?v=1637975649,4,Saint G Taylor Off White Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,,,,,,,,,40,,Off White,,,SGF_TAYLOR-OWHT40,0.0,shopify,deny,manual,130.00,,true,true,'810085993230,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210257527009.jpg?v=1637975649,5,Saint G Taylor Off White Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,,,,,,,,,41,,Off White,,,SGF_TAYLOR-OWHT41,0.0,shopify,deny,manual,130.00,,true,true,'810085993247,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210214863073.jpg?v=1637975649,6,Saint G Taylor Off White Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,,,,,,,,,36-41 / 6 Case pack,,Off White,,,SGF_TAYLOR-OWHT6A,0.0,shopify,deny,manual,780.00,,true,true,'810085993254,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-taylor-off-white-slides-36210287968481.jpg?v=1637975649,7,Saint G Taylor Off White Slides,,,,,,,,,,,,,,,,,,lb,,,
taylor-off-white-slides,,,,,,,,,36-41/ 8 Case pack,,Off White,,,SGF_TAYLOR-OWHT8A,0.0,shopify,deny,manual,1040.00,,true,true,'810085993261,,,,,,,,,,,,,,,,,,,,,lb,,,
melissa-off-white,Melissa - Off White,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Amazing design and fit. Featuring a style that makes it easy to wear, these gorgeous and comfy Melissa slides with wide front strap accented with gold metallic chain trim. highly crafted from genuine leather upper, nude color leather lining and padded leather insole. The natural tunit sole provides you with good traction. This gold chain embellished heel will lend a stylish look to your outfit. Complete with a medium Stilleto heel.""}' data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">Amazing design and fit. Featuring a style that makes it easy to wear, these gorgeous and comfy Melissa slides with wide front strap accented with gold metallic chain trim. highly crafted from genuine leather upper, nude color leather lining and padded leather insole. The natural tunit sole provides you with good traction. This gold chain embellished heel will lend a stylish look to your outfit. Complete with a medium Stilleto heel.</span>",Saint G,,Heels,"block heel, Block Heels, Footwear, Footwear- ALL, Heels, Leather&Veganfootwear, Leather-Footwear, saint g, saintg, Slip On, Verishop",true,Size,36,Color,Off White,,,SGF_MELISSA-OWHT36,0.0,shopify,deny,manual,150.00,,true,true,'810085993056,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-melissa-off-white-36210140381409.jpg?v=1645582616,1,Saint G Melissa - Off White,false,,,,,,,,,,,,,,,,,lb,,,active
melissa-off-white,,,,,,,,,37,,Off White,,,SGF_MELISSA-OWHT37,0.0,shopify,deny,manual,150.00,,true,true,'810085993063,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-melissa-off-white-36210141200609.jpg?v=1645582616,2,Saint G Melissa Off White,,,,,,,,,,,,,,,,,,lb,,,
melissa-off-white,,,,,,,,,38,,Off White,,,SGF_MELISSA-OWHT38,0.0,shopify,deny,manual,150.00,,true,true,'810085993070,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-melissa-off-white-36210171183329.jpg?v=1645582616,3,Saint G Melissa - Off White,,,,,,,,,,,,,,,,,,lb,,,
melissa-off-white,,,,,,,,,39,,Off White,,,SGF_MELISSA-OWHT39,0.0,shopify,deny,manual,150.00,,true,true,'810085993087,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-melissa-off-white-36210140643553.jpg?v=1645582616,4,Saint G Melissa - Off White,,,,,,,,,,,,,,,,,,lb,,,
melissa-off-white,,,,,,,,,40,,Off White,,,SGF_MELISSA-OWHT40,0.0,shopify,deny,manual,150.00,,true,true,'810085993094,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-melissa-off-white-36210171412705.jpg?v=1645582616,5,Saint G Melissa - Off White,,,,,,,,,,,,,,,,,,lb,,,
melissa-off-white,,,,,,,,,41,,Off White,,,SGF_MELISSA-OWHT41,0.0,shopify,deny,manual,150.00,,true,true,'810085993100,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-melissa-off-white-36210140610785.jpg?v=1645582616,6,Saint G Melissa - Off White,,,,,,,,,,,,,,,,,,lb,,,
