Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jelavu-pewter-earring,JELAVU Earring with Crystals NE1281,"<p>Product Code NE1281 </p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,30.00,,true,true,'765244118149,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-earring-with-crystal-31859951960220.jpg?v=1634032738,1,Chanour Jewelry JELAVU Earring with Crystal,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-necklace-with-crystal-5,JELAVU Pewter Necklace NN3579,"<p>Product Code NN3579</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,75.00,,true,true,'765244118132,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-pewter-necklace-31859759055004.jpg?v=1634031478,1,Chanour Jewelry JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace-6,JELAVU Necklace with Crystal NN3572,"<p>Product Code NN3572</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,60.00,,true,true,'765244118125,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-necklace-with-crystal-31859750305948.jpg?v=1634031300,1,Chanour Jewelry JELAVU Necklace with Crystal,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-necklace-with-crystal-4,JELAVU Pewter Necklace NN3524,"<p>Product Code NN3524</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,60.00,,true,true,'765244118118,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-pewter-necklace-31859733561500.jpg?v=1634031298,1,Chanour Jewelry JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace-5,JELAVU Necklace with Crystal NN3518,"<p>Product Code NN3518</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,70.00,,true,true,'765244118101,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-necklace-with-crystal-31859717767324.jpg?v=1634031118,1,Chanour Jewelry JELAVU Necklace with Crystal,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace-4,JELAVU Pewter Necklace NN3514,"<p>Product Code NN3514</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,75.00,,true,true,'765244118095,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-pewter-necklace-31859698303132.jpg?v=1634031122,1,Chanour Jewelry JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-necklace-with-crystal-3,JELAVU Pewter Necklace NN3512,"<p>Product Code NN3512</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,60.00,,true,true,'765244118088,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-pewter-necklace-31859679953052.jpg?v=1634030938,1,Chanour Jewelry JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-necklace-with-crystal-2,JELAVU Necklace with Crystal NN3509,"<p>Product Code NN3509</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,75.00,,true,true,'765244118071,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-necklace-with-crystal-31859671597212.jpg?v=1634030760,1,Chanour Jewelry JELAVU Necklace with Crystal,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace-3,JELAVU Necklace with crystal NN3508,"<p>Product Code NN3508</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,75.00,,true,true,'765244118064,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-necklace-with-crystal-31859657146524.jpg?v=1634030761,1,Chanour Jewelry JELAVU Necklace with crystal,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace-2,JELAVU Pewter Necklace NN3506,"<p>Product Code NN3506</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,65.00,,true,true,'765244118057,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-copy-of-jelavu-pewter-necklace-31859612975260.jpg?v=1634030398,1,Chanour Jewelry Copy of JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-necklace-with-crystal-1,JELAVU Pewter Necklace NN3501,"<p>Product Code NN3501<br></p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,65.00,,true,true,'765244118040,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-copy-of-jelavu-necklace-with-crystal-31859550584988.jpg?v=1634030038,1,Chanour Jewelry Copy of JELAVU Necklace with Crystal,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace-1,JELAVU Necklace with Crystal NN3126,"<p><span data-mce-fragment=""1"">JELAVU Necklace with Crystal</span></p>
<p>Product Code NN3126</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey</p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,75.00,,true,true,'765244118033,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-copy-of-jelavu-pewter-necklace-31851113906332.jpg?v=1633966138,1,Chanour Jewelry Copy of JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-pewter-necklace,JELAVU Pewter Necklace NN3085,"<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Product Code NN3085</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Pewter and silver plated</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Nickle and lead-free</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Hypoallergenic</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made in Turkey</p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,70.00,,true,true,'765244118026,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-pewter-necklace-31851068391580.jpg?v=1633965779,1,Chanour Jewelry JELAVU Pewter Necklace,false,,,,,,,,,,,,,,,,,lb,,,active
sienna-cuoio-suede,Sienna Cuoio Suede,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Add these embellished leather sandals from SaintG shoes to your new season closet. These cage design highly recommended sandals are crafted from a premium leather with luxurious leather lining and sole. Easy to wear slip on style featuring double buckle fastening to the ankle, jewel adds detail to the strapping. Has a padded leather insole and leather sole.""}' data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">Add these embellished leather sandals from SaintG shoes to your new-season closet. These cage design highly recommended sandals are crafted from premium leather with luxurious leather lining and sole. Easy to wear slip-on style featuring double buckle fastening to the ankle, jewel adds detail to the strapping. Has a padded leather insole and leather sole.</span>",Saint G,,Slides,"Footwear, Footwear-All, Leather&Veganfootwear, Leather-Footwear, saint g, saintg, Sandal, Verishop",true,Size,36,Color,Cuoio,,,SGF_SIENNA-CUO36,0.0,shopify,deny,manual,180.00,,true,true,'810085993759,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210184093921.jpg?v=1637975994,1,Saint G Sienna Cuoio Suede,false,,,,,,,,,,,,,,,,,lb,,,active
sienna-cuoio-suede,,,,,,,,,37,,Cuoio,,,SGF_SIENNA-CUO37,0.0,shopify,deny,manual,180.00,,true,true,'810085993766,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210342789345.jpg?v=1637975994,2,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
sienna-cuoio-suede,,,,,,,,,38,,Cuoio,,,SGF_SIENNA-CUO38,0.0,shopify,deny,manual,180.00,,true,true,'810085993773,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210227675361.jpg?v=1637975994,3,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
sienna-cuoio-suede,,,,,,,,,39,,Cuoio,,,SGF_SIENNA-CUO39,0.0,shopify,deny,manual,180.00,,true,true,'810085993780,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210188386529.jpg?v=1637975994,4,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
sienna-cuoio-suede,,,,,,,,,40,,Cuoio,,,SGF_SIENNA-CUO40,0.0,shopify,deny,manual,180.00,,true,true,'810085993797,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210199134433.jpg?v=1637975994,5,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
sienna-cuoio-suede,,,,,,,,,41,,Cuoio,,,SGF_SIENNA-CUO41,0.0,shopify,deny,manual,180.00,,true,true,'810085993803,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210188026081.jpg?v=1637975994,6,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
sienna-cuoio-suede,,,,,,,,,36-41 / 6 Case pack,,Cuoio,,,SGF_SIENNA-CUO6A,0.0,shopify,deny,manual,1080.00,,true,true,'810085993810,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210914459873.jpg?v=1637975994,7,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
sienna-cuoio-suede,,,,,,,,,36-41 / 8 Case pack,,Cuoio,,,SGF_SIENNA-CUO8A,0.0,shopify,deny,manual,1440.00,,true,true,'810085993827,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-sienna-cuoio-suede-36210188091617.jpg?v=1637975994,8,Saint G Sienna Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
lauren-cuoio-suede,Lauren - Cuoio Suede,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Be the trendsetter in this pair of anklet Jewel sandal from SaintG. These elegant sandals will be sure to add sparkle to a summer's evening. These luxe sandals are crafted from premium leather upper, leather lining and leather insole. Easy to wear slip on style featuring buckle fatening and back zip closure. The leather sole provides you with good traction.&quot;}"" data-sheets-userformat='{""2"":12799,""3"":{""1"":0,""3"":1},""4"":{""1"":2,""2"":14609142},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""15"":""Calibri"",""16"":10}' data-mce-fragment=""1"">Be the trendsetter in this pair of anklet Jewel sandals from SaintG. These elegant sandals will be sure to add sparkle to a summer's evening. These luxe sandals are crafted from a premium leather upper, leather lining, and leather insole. Easy to wear slip-on style featuring buckle fatening and back zip closure. The leather sole provides you with good traction.</span>",Saint G,,Slides,"Flat sandals, Footwear, Footwear- ALL, leather, Leather&Veganfootwear, Leather-Footwear, saint g, saintg, Sandal, Slip On, Verishop",true,Size,36,Color,Cuoio,,,SGF_LAUREN-CUO36,0.0,shopify,deny,manual,180.00,,true,true,'810085993919,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210141233377.jpg?v=1637974934,1,Saint G Lauren - Cuoio Suede,false,,,,,,,,,,,,,,,,,lb,,,active
lauren-cuoio-suede,,,,,,,,,37,,Cuoio,,,SGF_LAUREN-CUO37,0.0,shopify,deny,manual,180.00,,true,true,'810085993926,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210089165025.jpg?v=1637974934,2,Saint G Lauren - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
lauren-cuoio-suede,,,,,,,,,38,,Cuoio,,,SGF_LAUREN-CUO38,0.0,shopify,deny,manual,180.00,,true,true,'810085993933,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210089066721.jpg?v=1637974934,3,Saint G Lauren - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
lauren-cuoio-suede,,,,,,,,,39,,Cuoio,,,SGF_LAUREN-CUO39,0.0,shopify,deny,manual,180.00,,true,true,'810085993940,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-lauren-cuoio-suede-36210089132257.jpg?v=1637974934,4,Saint G Lauren - Cuoio Suede,,,,,,,,,,,,,,,,,,lb,,,
